1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;2;2;2;2;2;2;3;2;1;1;1;1;1;1;1;1;1;1;1;1
4;126;113;119;113;104;98;93;95;95;94;95;94;95;90;90;95;95;91;92;90
5;9657;9303;8912;8887;9071;10169;9460;9366;9440;9389;9314;10661;9090;9242;9588;9659;9450;9368;9325;9560
