1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;3;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4
4;470;491;498;541;516;549;519;522;502;508;510;520;514;543;529;492;501;502;529;502
5;63127;62039;64437;61627;62270;68823;63572;65935;71916;79065;70903;77963;76655;64892;62362;67893;65776;64205;66590;67969
