1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;3;4;3;3;6;4;9;4;4;3;4;4;4;4;4;7;4;4;4;5
3;468;379;372;389;369;406;366;412;390;368;365;378;363;378;356;371;458;370;411;385
4;37354;38178;40126;46585;42644;41067;42791;49854;65111;58979;61710;67006;64249;66648;64126;61370;62290;61684;62758;62897
5;8534909
